,session_id,age,ethnic,sex,sexuality_3,d_score,Mn_RT_all_3467,PCT_error_3467,Stimuli,tgaymen,tgaywomen,tstraightmen,tstraightwomen,att_5,aap1,aap7,ems1,ems4,ims3,ims4,ims4_7,countrycit,edu_13,major,politicalid_6,STATE,MSANo,CountyNo,MSAName
35693,1136978,42,5,f,1,.107248526552409,814.066666666667,5.83333333333333,2,5,6,5,6,3,1,-1,3,1,3,0,0,US,6,2,4,CT,25540,003,"Hartford-West Hartford-East Hartford, CT MSA"
35695,1139313,17,4,f,0,-.0535750881745108,985.391666666667,6.66666666666667,2,5,5,5,5,3,-3,0,-3,-3,-2,2,2,US,4,,5,CT,25540,003,"Hartford-West Hartford-East Hartford, CT MSA"
35699,1057105,17,5,f,0,.0887166051329257,904.116666666667,8.33333333333333,2,5,5,5,5,3,-2,0,0,-2,3,3,3,US,4,,5,CT,35980,011,"Norwich-New London, CT MSA"
35700,1132908,18,5,f,2,.573025011266041,808.116666666667,0.833333333333333,2,6,7,5,5,3,-1,1,0,-3,3,3,3,US,5,1,4,CT,25540,013,"Hartford-West Hartford-East Hartford, CT MSA"
35701,1107900,37,8,f,0,-.130991265867125,963.816666666667,1.66666666666667,2,10,9,10,5,2,-2,3,-3,-3,3,3,3,US,7,2,3,CT,35980,011,"Norwich-New London, CT MSA"
35705,1102371,16,5,m,0,.654132196927497,792.433333333333,17.5,1,2,8,10,10,3,1,-1,3,3,1,-1,-1,US,3,,1,CT,35980,011,"Norwich-New London, CT MSA"
35706,1120998,37,5,f,0,.358177344152151,699.35,7.5,1,8,5,5,7,3,3,-1,3,3,3,3,3,US,13,10,3,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35710,1106435,16,5,m,1,-.354973070179259,974.808333333333,13.3333333333333,2,10,10,3,10,3,2,-2,3,3,3,-3,-3,US,3,,6,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35711,1106495,15,5,m,0,.615405224860819,1384.44166666667,4.16666666666667,1,0,10,5,10,5,3,-3,1,0,1,-2,-2,US,3,,6,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35712,1107634,15,5,f,0,.599212086463124,874.691666666667,11.6666666666667,2,4,4,10,5,4,3,-3,2,2,3,3,3,US,3,,4,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35713,1107667,16,5,f,0,.0874366670168279,1329.26666666667,12.5,2,8,5,8,7,3,0,1,2,-1,3,3,3,US,3,,4,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35714,1107685,16,5,f,0,-.148770296038996,1165.13333333333,4.16666666666667,1,10,10,10,10,3,-3,3,-3,-3,3,3,3,US,3,,5,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35716,1107774,16,4,m,0,.082286479880773,1556.29166666667,6.66666666666667,2,4,10,10,10,4,1,-1,0,0,1,1,1,US,4,,3,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35719,1108365,16,5,f,0,.0756634239146233,1012.43333333333,3.33333333333333,2,9,5,10,10,5,2,1,3,2,3,3,3,US,3,,2,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35722,1069743,20,5,f,1,.541113787411554,1174.19166666667,8.33333333333333,2,10,5,6,7,3,-2,0,-1,-1,1,3,3,US,5,11,5,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35723,1106243,15,5,f,0,-.729099937787579,927.191666666667,6.66666666666667,2,7,4,10,10,3,-3,2,-3,-3,2,1,1,US,3,,4,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35724,1106256,15,5,f,0,.531221228147849,1137.975,4.16666666666667,2,5,5,10,10,4,2,0,0,-1,2,2,2,US,3,,6,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35725,1106274,16,5,f,0,.195250199034459,1870.23333333333,6.66666666666667,1,4,4,10,10,5,3,-3,3,2,0,0,0,US,3,,6,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35729,1107770,15,5,f,0,.377457139194357,1860.5,10.0,2,5,3,10,10,4,3,-2,2,1,2,3,3,US,3,,5,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35730,1107772,15,5,m,0,.899738273992009,1513.75,17.5,1,7,10,8,10,3,-2,1,3,-2,3,3,3,US,3,,5,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35731,1107783,16,5,f,0,.997984322289342,1735.31666666667,12.5,1,1,5,10,10,5,3,-3,0,3,0,3,3,.,3,5,6,CT,25540,007,"Hartford-West Hartford-East Hartford, CT MSA"
35735,1101523,22,5,m,0,1.13531274172118,932.825,5.83333333333333,1,5,5,5,5,3,-2,-1,1,2,3,3,3,US,7,12,5,CT,35300,009,"New Haven-Milford, CT MSA"
35736,1145473,34,5,f,1,.626377473375021,1043.04166666667,9.16666666666667,2,5,3,7,10,4,-2,-1,-3,-3,3,3,3,US,7,13,3,CT,35300,009,"New Haven-Milford, CT MSA"
35739,1067194,22,8,f,0,.0495918598562146,809.725,11.6666666666667,2,9,4,7,5,1,-2,-2,-3,-3,3,1,1,US,7,12,4,CT,35300,009,"New Haven-Milford, CT MSA"
35740,1071450,26,5,f,0,.423412801101822,786.65,4.16666666666667,2,7,7,4,7,3,1,3,0,-3,0,3,3,US,9,1,5,CT,35300,009,"New Haven-Milford, CT MSA"
35742,1113885,53,5,f,0,.182815549081634,813.175,4.16666666666667,2,9,10,9,9,3,-3,3,3,-3,3,3,3,US,4,,3,CT,35300,009,"New Haven-Milford, CT MSA"
35743,1108432,24,5,m,2,.828494958456008,740.283333333333,14.1666666666667,1,8,8,10,10,3,-1,2,3,-3,3,3,3,US,7,2,5,CT,35300,009,"New Haven-Milford, CT MSA"
35744,1069268,17,5,f,0,.545041580914704,783.083333333333,5.0,2,4,8,9,9,3,-2,2,2,-2,3,3,3,US,4,,5,CT,35300,009,"New Haven-Milford, CT MSA"
35745,1140967,36,5,f,2,-.197977029962714,942.175,6.66666666666667,2,5,5,5,5,3,-2,2,0,-3,0,3,3,US,9,5,5,CT,35300,009,"New Haven-Milford, CT MSA"
35746,1055523,23,5,f,2,-.239481773771454,588.05,5.83333333333333,1,7,9,9,9,3,1,-1,-1,-1,3,3,3,US,8,8,5,CT,35300,009,"New Haven-Milford, CT MSA"
35747,1055531,23,5,f,2,-.286651475064337,540.558333333333,15.0,2,7,9,9,9,3,1,-1,-1,-1,3,3,3,US,8,8,5,CT,35300,009,"New Haven-Milford, CT MSA"
35748,1064137,20,8,f,1,-.600497680642563,927.883333333333,7.5,2,6,8,5,5,3,-3,-1,3,-3,3,3,3,US,5,10,3,CT,35300,009,"New Haven-Milford, CT MSA"
35749,1064192,19,8,f,2,-.223627948153678,798.633333333333,4.16666666666667,2,8,3,5,4,2,2,0,1,-3,0,-1,-1,US,5,2,4,CT,35300,009,"New Haven-Milford, CT MSA"
35751,1091739,16,5,f,2,.681037151423884,859.9,5.83333333333333,1,10,10,9,10,3,-3,3,-3,-3,3,-2,-2,US,3,,3,CT,14860,001,"Bridgeport-Stamford-Norwalk, CT MSA"
35753,1062055,18,5,f,0,.0131374539006191,739.275,5.83333333333333,1,7,8,7,8,3,0,-1,-3,-3,3,-2,-2,US,4,,1,CT,99007,005,CT NONMETROPOLITAN AREA
35754,1062056,17,8,m,0,.899386291854053,973.933333333333,12.5,2,3,5,5,10,4,1,-1,0,-3,3,-1,-1,US,4,,1,CT,99007,005,CT NONMETROPOLITAN AREA
35756,1109253,47,5,m,0,-.14984585450448,1008.85833333333,4.16666666666667,1,5,7,5,7,3,-2,2,0,-2,3,3,3,US,7,1,4,CT,99007,005,CT NONMETROPOLITAN AREA
35757,1133628,56,5,f,0,-.29727281235144,937.766666666667,0.833333333333333,2,8,4,10,5,3,2,1,3,1,3,3,3,US,12,10,5,CT,99007,005,CT NONMETROPOLITAN AREA
35758,1108815,61,5,m,0,.787974678719604,856.275,6.66666666666667,2,7,9,9,9,4,1,-1,2,1,1,2,2,US,7,2,4,CT,14860,001,"Bridgeport-Stamford-Norwalk, CT MSA"
35759,1116554,29,5,f,0,.745964767835006,684.125,2.5,1,8,7,10,10,4,3,-3,1,-3,3,3,3,ZA,9,10,5,CT,14860,001,"Bridgeport-Stamford-Norwalk, CT MSA"
35760,1075663,17,5,f,0,.344346597304037,723.408333333333,4.16666666666667,1,8,6,10,5,3,3,-2,2,0,2,2,2,US,3,,3,CT,14860,001,"Bridgeport-Stamford-Norwalk, CT MSA"
35762,1116983,17,2,f,0,.305415431587444,929.108333333333,12.5,1,5,5,5,5,3,1,-1,1,-3,3,3,3,US,3,,6,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35763,1117007,17,5,f,0,.262946106624283,778.766666666667,9.16666666666667,1,5,5,5,5,3,1,0,1,-3,3,3,3,US,3,,6,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35764,1144921,44,5,f,0,.429992497290226,1084.29166666667,2.5,1,8,7,10,10,4,1,0,2,0,2,2,2,US,9,10,4,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35765,1057874,42,8,f,0,.77792516768512,952.475,2.5,1,4,4,10,10,5,1,-1,2,2,2,2,2,US,5,10,3,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35766,1061313,55,5,f,0,-.593773690990674,1195.1,0.0,2,7,6,7,7,3,3,0,3,-3,3,3,3,US,7,10,3,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35767,1119349,16,5,f,0,.360198448038728,741.95,8.33333333333333,1,5,5,5,5,3,-2,-2,-1,-3,3,2,2,US,3,,6,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35768,1141778,21,5,f,2,-.62127739826181,1337.73333333333,6.66666666666667,1,9,9,7,10,2,-2,-2,0,-3,3,2,2,US,7,8,5,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35769,1141823,21,5,f,2,-.315283564844631,861.058333333333,1.66666666666667,1,9,9,7,10,2,-2,0,-1,-3,3,3,3,US,7,8,5,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35771,1089181,22,8,f,2,.716044586523892,839,5.83333333333333,2,5,5,5,5,3,-3,2,3,-3,3,3,3,US,5,9,2,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35772,1143741,22,5,f,0,.664635803096454,1238.8,6.66666666666667,1,5,5,5,5,3,1,-2,0,0,3,3,3,US,7,11,5,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35774,1144952,38,5,f,1,.0698852354818697,1351.08333333333,10.8333333333333,1,6,10,3,6,1,3,-3,3,1,3,3,3,US,8,8,4,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35775,1054164,20,5,f,0,.609285906512239,1880.25833333333,5.83333333333333,1,5,5,10,10,4,0,0,1,-3,3,-3,-3,US,5,2,3,NJ,35620,003,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35776,1094944,29,5,m,0,.502496266050781,1229.55833333333,5.83333333333333,1,0,2,5,10,5,-3,-2,1,3,-3,3,3,US,6,6,3,NJ,35620,027,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35777,1084248,19,5,m,0,.569856132593648,1034.875,6.66666666666667,2,0,4,8,10,5,3,-3,-3,3,-3,-3,-3,US,3,,3,NJ,35620,039,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35781,1140080,47,5,f,0,.862941723760663,851.966666666667,0.833333333333333,1,8,10,8,10,3,1,-2,3,0,3,3,3,US,12,10,5,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35782,1066790,19,4,f,0,.282010787951366,966.9,0.833333333333333,1,5,5,5,5,3,0,0,-1,-2,2,0,0,VE,5,10,5,NJ,35620,017,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35783,1143380,22,4,m,0,.247759501936393,896.533333333333,13.3333333333333,2,10,10,10,10,3,3,-1,3,3,3,3,3,US,7,9,5,NJ,35620,017,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35784,1070096,18,5,f,0,.0935837241206931,766.808333333333,5.0,1,5,5,10,5,3,-2,2,-3,-3,3,3,3,US,5,8,6,NJ,35620,023,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35785,1136146,19,5,f,2,-.68306089736182,773.1,15.0,1,7,10,5,4,2,1,1,0,-2,1,-1,-1,US,5,10,6,NJ,35620,023,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35786,1108173,27,4,m,0,.507275984440319,816.558333333333,9.16666666666667,2,4,6,7,8,4,0,0,-1,-2,3,2,2,US,5,12,6,NJ,35620,013,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35790,1096002,41,5,f,1,-.563309115356593,1168.5,4.16666666666667,1,9,10,7,10,3,-1,-2,2,-1,3,3,3,US,12,11,6,NJ,35620,003,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35791,1069305,16,5,f,0,-1.09275522933686,751.825,11.6666666666667,1,9,5,8,5,2,0,-1,0,-3,3,3,3,US,3,,6,NJ,35620,003,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35793,1108589,23,5,f,0,.730280753451702,1250.65833333333,7.5,1,5,5,10,10,4,2,0,2,0,0,0,0,US,6,13,4,NJ,35620,003,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35794,1086234,17,5,f,0,.75171950162702,1336.83333333333,17.5,1,1,6,10,10,5,3,-3,-3,-3,-3,-3,-3,US,3,13,4,NJ,35620,003,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35795,1109883,21,5,f,0,.323073873719997,1075.075,5.83333333333333,2,3,3,10,8,4,-1,-2,-2,-2,-1,-1,-1,US,5,5,1,NJ,35620,003,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35796,1110189,17,5,f,2,.293290303836026,821.541666666667,1.66666666666667,2,10,10,10,10,3,-2,3,-2,-3,3,3,3,US,3,,4,NJ,35620,003,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35797,1116842,17,5,m,0,.460197762788833,1400.8,10.0,1,10,10,10,10,3,-3,3,-3,-3,0,1,1,US,3,,6,NJ,35620,003,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35799,1105155,19,5,f,0,.0567835073283039,1078.525,7.5,2,5,5,5,5,3,-3,3,-3,-3,3,3,3,US,6,12,6,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35801,1069530,39,5,f,0,.351032084558615,966.241666666667,5.83333333333333,1,5,3,5,5,3,2,-2,1,-1,0,-1,-1,US,7,11,4,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35802,1080805,15,7,f,0,-.720014570014851,947.433333333333,13.3333333333333,2,10,1,10,10,3,0,-1,-1,-3,3,3,3,BR,3,,3,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35803,1062357,21,5,m,1,.043900286559271,863.233333333333,4.16666666666667,2,8,4,5,6,3,2,1,1,-3,3,3,3,US,5,10,4,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35806,1062387,18,5,m,0,.490456613110322,860.25,4.16666666666667,1,10,10,10,10,3,-3,1,3,3,3,3,3,US,3,,6,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35807,1062605,18,5,f,0,1.14262006721007,763.9,5.0,1,7,6,9,7,4,2,0,3,1,3,3,3,US,3,,4,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35808,1062646,18,5,f,0,.547448647105385,1184.58333333333,5.0,1,6,3,7,9,4,-1,0,1,0,0,2,2,AF,3,,1,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35810,1062222,15,2,m,0,.528813027661808,1361.26666666667,7.5,1,5,6,5,5,3,-1,1,0,-1,3,3,3,US,3,,4,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35811,1062359,18,5,m,0,.382322966959797,1817.96666666667,17.5,2,5,10,5,10,3,0,0,0,-3,0,2,2,US,4,,1,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35812,1062362,18,5,f,0,-.736193913242811,1080.18333333333,9.16666666666667,2,8,9,5,5,3,-3,3,1,-3,2,3,3,US,4,,5,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35814,1062429,18,5,m,0,.362945598631322,1327.325,16.6666666666667,1,5,7,5,10,4,1,1,0,-3,2,0,0,US,3,,5,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35815,1062460,16,5,m,0,.0807802785652391,900.766666666667,18.3333333333333,2,1,10,10,10,5,3,-3,-3,-3,-2,-2,-2,US,3,,3,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35816,1062634,18,5,m,0,.684667038615795,693.883333333333,4.16666666666667,1,5,5,5,5,3,-3,1,-3,-2,3,3,3,US,3,,4,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35817,1062638,18,5,f,0,.109944673669453,790.916666666667,5.0,2,5,5,10,5,3,0,0,1,-1,2,3,3,US,3,,4,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35819,1078742,15,5,m,0,.623078664636168,913.208333333333,13.3333333333333,1,6,8,8,10,4,3,-1,2,0,0,2,2,US,3,,2,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35820,1062191,16,5,f,0,.523819208328791,1591.45833333333,15.0,1,8,5,10,5,3,-1,3,3,0,3,3,3,US,3,,1,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35821,1062328,25,5,f,0,.639887153532288,956.725,19.1666666666667,2,10,5,10,10,4,3,2,2,-3,3,2,2,US,8,,3,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35822,1062329,19,5,f,0,.143804365710915,1196.99166666667,4.16666666666667,2,10,4,10,10,3,2,-2,3,0,-3,-1,-1,US,4,2,5,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35826,1062447,18,5,f,0,.652870540826841,651.458333333333,18.3333333333333,1,9,8,9,10,3,1,-1,-2,-1,2,3,3,US,3,,3,NJ,35620,025,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35829,1138617,34,5,f,0,.314819386518897,582.841666666667,5.0,1,6,7,5,5,3,-3,3,-3,-3,3,3,3,US,5,6,5,NJ,35620,037,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35831,1122434,16,3,f,2,.40783238337712,1047.525,3.33333333333333,2,10,9,1,1,1,0,0,0,-3,3,3,3,US,9,3,6,NJ,10900,041,"Allentown-Bethlehem-Easton, PA-NJ MSA"
35832,1108092,23,2,f,0,.499825832082982,1144.29166666667,1.66666666666667,1,6,5,7,8,4,2,2,3,3,3,3,3,TW,6,12,4,NJ,35620,027,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35835,1072328,15,5,m,0,.381515369397253,805,12.5,1,8,9,8,9,3,1,1,1,-2,3,2,2,US,3,,5,NJ,12100,001,"Atlantic City, NJ MSA"
35836,1117523,14,5,f,0,.336013926377406,795.433333333333,10.8333333333333,2,9,7,9,9,3,1,3,0,-3,3,-1,-1,US,3,,3,NJ,35620,029,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35837,1076489,17,5,f,0,1.06283315028594,1139.99166666667,15.8333333333333,1,1,3,10,10,5,2,-3,1,0,0,-1,-1,US,3,,3,NJ,37980,015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35839,1077988,16,8,f,2,-.0409366198218359,1020.23333333333,6.66666666666667,1,5,5,5,5,3,0,0,0,0,0,0,0,US,3,,6,NJ,37980,015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35840,1112538,25,5,m,0,.504953728501442,850,10.8333333333333,1,8,10,8,10,3,-3,3,-3,-3,3,3,3,US,5,4,3,NJ,37980,005,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35841,1152644,18,5,f,0,.519608152405154,1302.43333333333,11.6666666666667,1,8,8,8,8,3,-1,-1,3,-3,3,3,3,US,5,2,4,NJ,37980,007,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35842,1075345,17,5,f,0,.396968550914386,961.391666666667,3.33333333333333,2,9,8,10,10,4,2,-3,2,-3,2,3,3,US,3,,4,NJ,37980,015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35844,1076179,18,5,f,0,.518181539456439,912.083333333333,6.66666666666667,1,7,1,8,10,4,3,-1,3,1,2,2,2,US,4,,4,NJ,37980,015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35845,1076555,17,5,m,0,1.36419753688431,768.016666666667,18.3333333333333,2,0,5,10,10,5,3,-3,-3,-2,-3,-2,-2,US,4,2,3,NJ,37980,015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35846,1076899,18,5,f,0,.630817742743893,736.883333333333,3.33333333333333,1,10,10,10,10,3,-3,3,2,-3,3,3,3,US,4,,1,NJ,37980,015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35848,1056464,17,5,f,2,.628334946618107,846.225,15.8333333333333,2,5,10,8,8,2,0,0,3,-3,3,3,3,US,3,,5,NJ,37980,015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35849,1102233,20,5,f,2,.814715384011656,1080.89166666667,6.66666666666667,1,5,5,5,5,3,-2,2,1,-3,1,1,1,US,5,13,3,NJ,37980,005,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35850,1149239,22,5,m,0,.654243171212494,696.15,4.16666666666667,1,6,9,7,10,3,-3,-1,3,-1,3,3,3,US,5,7,5,NJ,37980,005,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35851,1098700,51,5,m,2,.591505541160787,824.341666666667,10.0,1,9,8,8,10,3,3,3,0,0,3,3,3,US,5,2,4,NJ,37980,015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35852,1086889,20,5,f,0,.161011641228492,1176.8,7.5,1,10,10,10,10,3,-3,3,3,-3,3,3,3,US,5,5,4,NJ,37980,005,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35854,1074461,33,3,m,2,-.764393662513604,1437.40833333333,10.0,2,10,10,10,10,3,0,3,2,-3,3,3,3,US,5,10,2,NJ,37980,007,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35855,1061473,19,5,f,2,-1.05313460457803,658.133333333333,18.3333333333333,1,10,10,10,10,3,-3,3,0,0,0,3,3,US,5,8,5,NJ,12100,001,"Atlantic City, NJ MSA"
35857,1114694,44,5,f,0,.172786174576996,1039.46666666667,8.33333333333333,1,8,5,5,5,3,-2,3,2,-3,3,3,3,US,3,,6,NJ,37980,015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35858,1114707,44,5,f,0,.304777128142678,886.833333333333,8.33333333333333,2,8,5,5,5,4,-3,3,2,-3,3,3,3,US,3,,6,NJ,37980,015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
35859,1105057,15,5,f,1,-.101371716966131,798,10.8333333333333,1,10,4,7,5,1,0,-1,-3,-3,3,3,3,US,3,,5,NJ,12100,001,"Atlantic City, NJ MSA"
35860,1109442,24,3,f,0,.508624221554663,1126.15,5.0,1,3,3,10,9,3,2,2,0,3,2,1,1,US,7,11,3,NJ,12100,001,"Atlantic City, NJ MSA"
35862,1088383,17,5,f,0,.504029074367884,986.158333333333,14.1666666666667,2,10,0,10,10,3,1,2,3,-1,-3,3,3,US,3,,5,NJ,35620,029,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35863,1088422,17,5,f,0,.627157399878663,933.733333333333,17.5,1,9,0,10,10,4,0,0,3,-2,-3,2,2,US,4,11,2,NJ,35620,029,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35864,1075186,18,3,f,1,-.42670606291253,1017.13333333333,20.0,1,7,9,2,6,2,-3,3,3,-3,3,3,3,US,4,,6,NJ,45940,021,"Trenton-Ewing, NJ MSA"
35865,1111160,24,5,m,0,.648891434639682,1581.5,9.16666666666667,2,0,10,10,10,5,3,-3,2,0,2,-2,-2,US,7,2,3,NJ,45940,021,"Trenton-Ewing, NJ MSA"
35868,1149238,21,5,f,0,.345005376953345,874.016666666667,10.0,1,7,5,9,7,4,2,-3,2,-2,1,2,2,US,6,2,4,NJ,45940,021,"Trenton-Ewing, NJ MSA"
35869,1072692,20,5,m,0,1.09166780187594,983.15,6.66666666666667,2,4,4,4,10,3,3,-3,3,3,3,3,3,US,5,5,4,NJ,45940,021,"Trenton-Ewing, NJ MSA"
35870,1074440,21,5,m,0,.247061922917087,923.4,4.16666666666667,2,2,5,7,10,5,3,-3,2,2,-2,-2,-2,US,7,9,2,NJ,45940,021,"Trenton-Ewing, NJ MSA"
35871,1150020,21,5,f,0,-.0232835795610106,808.45,5.0,2,5,5,5,5,3,-2,3,-3,-3,3,3,3,US,5,11,6,NJ,45940,021,"Trenton-Ewing, NJ MSA"
35872,1138562,26,5,f,0,.758916542848286,1469.625,4.16666666666667,1,0,0,10,10,5,3,-3,-1,-2,-3,-2,-2,US,5,2,2,NJ,35620,029,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35873,1066805,18,5,f,0,-.0641773951478432,1118.90833333333,4.16666666666667,1,5,5,5,5,3,-3,-1,1,-3,3,3,3,US,5,12,6,NJ,35620,023,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35874,1105968,17,3,m,0,.0753335372085187,787.533333333333,3.33333333333333,2,9,9,10,10,3,-3,-1,-3,-3,3,3,3,US,4,,5,NJ,35620,023,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35875,1116164,27,2,m,0,.000898151175504652,737.7,3.33333333333333,2,9,8,6,7,2,2,2,-3,-3,3,3,3,US,7,11,6,NJ,35620,023,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35876,1117715,20,5,f,0,.187269178246106,773.783333333333,1.66666666666667,2,8,7,9,9,3,1,0,1,0,1,1,1,US,5,2,5,NJ,35620,019,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35877,1131852,20,5,f,0,.378685637017923,800.966666666667,6.66666666666667,1,5,5,5,5,3,-2,-1,0,-3,3,3,3,US,5,10,6,NJ,35620,023,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35878,1137842,33,5,f,0,.290588668311675,861.3,13.3333333333333,2,8,7,8,8,3,-2,-1,0,-2,3,3,3,US,9,5,6,NJ,35620,023,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35879,1129679,17,5,f,0,.712900555870405,966.825,13.3333333333333,2,9,9,10,9,3,1,0,0,-2,3,2,2,US,3,,6,NJ,35620,019,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
35880,1120645,38,5,f,0,.295902117163339,1126.06666666667,4.16666666666667,2,10,8,10,10,3,1,-2,3,2,3,3,3,US,8,11,4,NJ,35620,035,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"
